Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,Z33,Z34,Z35,Z36,Z37,Z38,Z39,Z40,Z41,Z42,Z43,Z44,Z45,Z46,Z47,Z48,Z49,Z50,Zimag1,Zimag2,Zimag3,Zimag4,Zimag5,Zimag6,Zimag7,Zimag8,Zimag9,Zimag10,Zimag11,Zimag12,Zimag13,Zimag14,Zimag15,Zimag16,Zimag17,Zimag18,Zimag19,Zimag20,Zimag21,Zimag22,Zimag23,Zimag24,Zimag25,Zimag26,Zimag27,Zimag28,Zimag29,Zimag30,Zimag31,Zimag32,Zimag33,Zimag34,Zimag35,Zimag36,Zimag37,Zimag38,Zimag39,Zimag40,Zimag41,Zimag42,Zimag43,Zimag44,Zimag45,Zimag46,Zimag47,Zimag48,Zimag49,Zimag50,Concentration
45.56157817875688,45.82828890622077,47.21630007850059,49.053478533474795,51.5643080732509,54.98254983133608,59.772123081606416,66.45670262504336,75.68977923794544,88.28067536797066,104.9893461424612,126.89694475476662,152.3839766932009,189.13083288428845,235.12508181653502,293.67271100663095,366.48881115727215,457.5346870203752,571.4598012049712,715.3362482170172,892.3377098577722,1114.5591810024653,1389.866672104994,1738.6852197721673,2174.3494084022313,2714.123685884151,3388.520067423011,4231.754676593574,5284.173215373325,6593.059766065727,8233.778658326723,10258.983269248392,12818.214658038814,15950.576493347475,19899.099610471578,24763.176866886966,30887.0371975687,38450.86182334464,47927.95801592912,59570.295215601065,74175.99147478529,92033.30937064503,114710.43957987311,142072.87400611746,176510.83812452498,218505.7388153793,271478.31971410895,331847.752824537,411876.4910877138,508783.5287895038,44.23041696524673,44.036007973133415,44.4556802895483,44.92702712167447,45.42075391644514,45.96748765041489,46.55864835056514,47.191244355307006,47.98210909493335,48.90781624142907,49.983446655310146,51.487711629914415,51.027001500271396,53.81944171264213,57.46312762831872,61.97168140360034,67.31177147303124,73.86713519525696,82.92279614512728,95.99886056760496,107.6729314119252,129.50622066686677,154.87807742982633,187.8826809585806,229.17270721467534,278.93604500103544,342.2791926847011,424.6891303393929,529.9279400035739,660.7052634898951,829.7513841335913,1035.2294663402781,1318.3934117999238,1669.878261502971,2112.7898689245194,2691.128827243753,3434.1377897911843,4368.385357323345,5604.623024011603,7162.913999535211,9165.303780157346,11769.230555859225,15083.89199819064,19508.568356103606,24773.481221335194,32195.020957285138,40973.06102195377,51999.57035597062,67809.22118629355,86835.6930105938,"0,01"
45.97446096,46.15653056,47.41553229,49.20047025,51.7625613,85.00335059,95.7247061,184.5584808,72.96636738,84.28170839,99.50720778,119.5615649,145.1868842,178.1428739,220.4428247,272.9741234,339.6635208,421.1791694,525.6729262,654.7856682,816.48723,1019.135612,1271.027493,1578.708341,1969.524122,2453.661663,3058.182922,3810.769327,4749.666946,5916.474491,7376.90288,9178.122923,11445.27848,14220.27791,17715.64132,22012.7742,27397.06721,34043.05896,42363.65939,52574.27045,65332.50969,80810.89845,100478.14,124409.0377,154117.9744,189631.4201,234391.0335,286570.1517,351966.2976,433014.287,44.81184263,44.6042331,44.99646152,45.65545389,46.70115197,75.5608022,84.29782555,137.1713898,48.58988119,49.51438836,50.81550429,52.3877328,54.28718349,57.03245194,60.57758445,64.6505173,70.57367612,76.95533855,87.2804327,98.8501938,115.422547,134.0699356,159.0521424,195.2244994,234.7170206,285.3348402,349.2076394,429.5986625,533.5943261,660.1984064,827.6112339,1036.399302,1301.134367,1653.012552,2106.630814,2670.697501,3422.852139,4369.215931,5627.827854,7185.309826,9257.809786,11899.65774,15532.6036,19912.55385,26041.59367,33480.41594,43226.99496,55505.31328,71231.38097,92160.96835,"0,05"
48.652608626896246,48.83581709553911,50.25565091713355,52.22600332134403,55.00708211271466,58.756158670338515,64.1944501708406,71.74097868040414,82.14431342550276,96.17468560688023,114.90541252298152,135.89782032117918,167.74440516067187,207.96896193602558,258.797105317137,322.87880253485264,402.26685912591546,502.2618737315427,625.9835426014943,786.3404120944577,974.8365799640187,1213.349896205016,1514.6934948608812,1880.669812635076,2344.9007442545603,2919.826370639307,3634.0163696782606,4525.034296494469,5629.514791338253,7002.517506362535,8717.065401599993,10819.939990586907,13455.268010889635,16690.235701947306,20733.88379412914,25719.167430610985,31898.617196098505,39540.20917485333,49025.411461496915,60667.28906756579,75104.19090811668,92592.98281677358,114847.6242859728,141317.91931360884,174465.35779247922,214054.6274395062,263425.35981353355,319104.19370929984,391736.77702323155,480213.25715696573,47.21674969570091,46.880912129658384,47.217517872541414,47.6489115527859,48.17136070702042,48.66358848081422,49.25480012790826,50.035250046407874,50.9228364580159,51.92742245120801,53.336546229416385,52.44334909702395,55.07649422102046,58.61976162677075,63.19401201549945,68.60200665942169,75.56102812102257,84.28566518403993,97.21470047308041,113.67710678680024,133.71991682302405,155.0853840581646,193.00768068567024,234.63143369934986,287.6482121112219,354.4072021310072,439.96198670816045,546.1099492893129,675.4139143395689,853.1656935966296,1072.590382866315,1343.7305522888414,1708.2193917170134,2177.214589773944,2773.7915877099836,3542.3916604539304,4486.424800679126,5736.932193030453,7358.678266699212,9453.799096197343,12043.293189702192,15542.019149183008,19834.932171941666,25779.120029158716,32964.397624091434,42113.90169119282,54147.410410135424,68197.46331219537,88359.5911725945,113561.36477797474,"0,1"
43.05494392767828,43.11843049810217,44.26287920436966,45.778589861116565,47.807123165218826,50.65236387698207,54.63615465327464,60.214964662953534,67.99070140735046,78.75515584082542,93.0907708467025,111.88601217710409,136.1978192094845,165.3056078183643,205.53723132566833,255.3747577170538,318.95868667070386,397.60812952796687,496.0738546824604,616.9144295104567,773.8091023346844,966.4907821911455,1207.8638995594222,1501.7221041536502,1876.1280697309062,2340.8529917674277,2917.9835244475626,3642.2349238208662,4541.347979631826,5657.394472624934,7057.003825227143,8776.150797183172,10959.270132453425,13609.901124426613,16944.886963908244,21060.817236270657,26182.383628730342,32499.766189776998,40380.58387610447,50074.78589769511,61988.21877804093,76702.2896453242,95068.42378238922,117028.54891032491,144409.94837980266,177627.48061578514,218873.86604932995,265393.1466756597,326330.55574398907,399168.01516703743,41.967886255280874,41.67125858565296,42.02112139014405,42.411695601270985,42.80145787093223,43.29490548025987,43.7819815041289,44.32315518614699,44.979785028095776,45.8493094079315,46.86716183690753,48.2644840934461,49.90591599473134,50.181551604189444,53.39797293474257,57.33271410477537,62.624322516272436,69.70306723744802,77.3812826458372,87.24269366677584,100.4570692099342,118.7227974506072,140.1252705331242,171.93905021151352,207.3651128209808,254.38538383291532,311.56389748160217,389.2798510869287,486.4807914824142,609.8148694939598,773.9053117297544,973.4267443494895,1245.400923243949,1593.7001428756607,2052.7803073983578,2641.228399326792,3402.705950237405,4378.358692976019,5689.017776121644,7342.648178711313,9554.246328955114,12353.896816860115,16096.219395865864,20722.48241850079,27159.44762070178,35010.3524545332,45513.129357329446,57658.47820139304,74662.21248803336,96188.91979487822,"0,5"
43.925568646625116,44.11362630874801,45.65141901379932,47.663343808713336,50.36099399141195,54.11527907030317,59.45554335730074,66.72672548482822,76.78722610414327,90.3284824947716,108.18572376053194,131.43002801302083,158.54531287642328,196.9920236904257,245.4504718473086,305.65665996842125,381.5543767822145,477.00661954489425,594.8921329046343,749.0342443129916,928.9744686965794,1156.8122781483692,1442.5473358504883,1801.4891660278615,2247.9145963575615,2803.909821966711,3493.3695378908983,4355.891314603971,5430.297881366003,6763.993304893155,8422.47890961463,10470.599548786884,13054.218407169512,16207.52067938034,20158.253327075156,25011.038912604803,31102.003483624543,38533.63554629967,47855.5205827941,59271.13455363037,73395.45609216434,90590.5198520149,112205.70669679716,138446.90955846652,170312.18168774148,209722.2693588635,258246.4312116446,312353.3523975605,382866.45599906804,467210.542905824,42.430305198960724,42.08625993488961,42.528684487498204,43.00715688485505,43.472280660475285,44.01264776506599,44.648793335153606,45.32206865960039,46.203341629532204,47.270941158799694,48.50306447477795,50.13535685937461,49.93100486426977,52.90929035646381,57.00161498152938,61.761533040720856,68.34137294904987,77.14974981758988,88.44940072309181,99.6108185048485,118.24475609448073,139.22882978521375,168.6272734423429,205.67381355340106,252.2295769437681,308.1907456515688,384.2962598879394,480.14284427801863,602.9537293047106,755.1444523248286,957.7521896027534,1203.0080705894748,1534.370442670001,1969.706004884084,2514.919789430938,3226.2128772762085,4160.130831524468,5331.907272367034,6881.931878162226,8908.734470246318,11559.168792784601,14872.31698879122,19428.51353222017,25337.366056304672,32467.841980588888,42117.44546714444,54741.33670833675,69189.57447346191,89509.49793413703,115321.22760677342,1
43.79756084996299,43.92552684289272,45.24621098251187,47.04875343858733,49.471056284891475,52.79436656814347,57.51366509969739,64.01646462322414,72.99378165367312,85.10753644370223,101.21271465504537,122.27914940366784,146.5284619877038,181.6568956871737,225.6542819170398,281.0708056215565,349.89132844681535,437.14602663361404,543.439241537415,678.2974425222063,847.8979311836681,1057.0377719174053,1321.054910080358,1638.7975421853102,2042.0399380828976,2543.0340461436003,3165.368307865156,3941.690538864953,4903.02720192551,6098.640977649961,7589.061238664858,9427.584353976283,11734.509353072754,14553.366183922642,18093.052757160352,22445.317429070776,27861.621219284345,34533.61832092719,42842.50939454081,53069.765117539995,65677.87033484367,81063.97239209039,100472.73688430368,123635.76567985452,152346.45761553053,187397.42952964533,230513.6357305967,280717.2091712886,343870.0197977173,421559.76074543264,42.49148532009588,42.17549317940083,42.540158745043776,42.99818065367505,43.498957336547996,44.01721744608097,44.6144856369537,45.34090801596066,46.104350273469194,47.124054886056854,48.349229345522566,49.95577360331737,49.457807861532515,52.39982299130591,56.01690335654228,60.71718896980388,65.94214949445603,74.20578745108834,83.84931497315405,97.44430511100634,116.83042271608663,133.47354550751524,160.36704949421335,199.53970037471393,243.97374565236353,298.43063095040156,368.26759227951806,456.2551872218958,572.3720354033428,716.7650926816618,899.1059887078354,1124.5367281218282,1426.9450265494797,1825.9558946026614,2334.92596907846,2984.6253226500667,3802.4073182295,4884.160338999932,6295.9816618645855,8119.578097707416,10401.170736793201,13397.579361557508,17376.434988635254,22272.15542885943,28581.179276509873,36933.185393210595,47738.05322021693,61006.66846301029,78416.05482330768,100972.25098511428,5
45.65471689776591,45.789131485978864,47.22559516357805,49.13383827539755,51.77877267603126,55.436499969564906,60.55921411344454,67.83515598083562,77.72974864785276,91.11477525586841,108.68604852972946,131.76607378256315,158.47293760510354,196.59024873252497,243.79073612798834,304.06812798783085,378.6115724999722,472.51778019518235,587.3479526176577,731.6690082010106,909.6067448332361,1137.4423670961435,1406.402967033584,1755.0867613325274,2183.115222349971,2713.1446461030478,3372.9192782515183,4190.085237519855,5200.340160652446,6456.972630416237,8026.555032416566,9944.305428971513,12362.579590376214,15296.182056571279,18990.474746883447,23500.703630901764,29117.684587021893,35995.97990641376,44568.10311317637,55083.25992354308,67992.04123653291,83650.58610626485,103426.30038256214,126747.74069663466,156345.90934388788,191601.04017059755,234235.12865314985,283978.5665927272,347125.02043682244,422391.1643612117,44.23453021338634,43.87649413106913,44.26582856435066,44.68461295944852,45.17093983108272,45.681447664338954,46.25818949465035,47.033655736843585,47.89913397029429,48.995745825948354,50.47161050248845,52.24671434187668,52.32462048972944,55.57947732003834,59.85291182631559,66.05698961258204,72.75633776312641,81.55667392793168,94.39813716515125,111.0323965683224,128.11526134244022,154.03947681024638,187.38113839874774,230.9658228974893,282.71099386327114,347.6553411768176,430.3449541974729,534.9038459543021,673.9248466186227,835.8166085851386,1050.2073526475992,1316.8236615633223,1666.6103679554062,2130.3322175435383,2727.0861186329216,3470.1989184974695,4405.213344550024,5663.304860906087,7272.671175891493,9328.417510752792,11967.739404253827,15383.736953260634,19985.173209702574,25480.10209469415,33114.89942976081,42460.4544674092,53930.02335907251,68624.73608000203,87976.95445185562,112477.48647401408,10
40.27917649,40.27882647,41.50332118,43.1271816,45.3385733,48.42596111,52.84964185,59.00900996,67.61017666,79.36079132,94.82830646,115.0388856,138.46114,172.0547394,214.315259,267.2411886,334.5136327,417.2692756,521.254159,648.4175983,812.6016826,1017.203123,1268.42996,1579.51582,1971.288102,2459.648775,3069.207341,3825.80058,4766.981741,5941.368758,7407.132726,9213.425515,11482.79295,14260.28159,17743.4881,22021.45102,27397.87971,33959.90604,42201.24386,52347.8207,64717.73391,80035.22269,99179.9731,122136.8141,150871.737,184879.6627,227312.0943,276208.9615,338925.9615,414371.3879,39.06782412,38.65119629,38.97039411,39.29395101,39.64806208,40.01233937,40.46891579,40.93729788,41.57747218,42.39846823,43.363042,44.69726128,43.8506838,46.37313876,49.58938071,53.55663108,58.5589231,66.11539157,74.90753613,84.62596917,98.66447074,115.8624803,133.8164439,171.7095742,209.7080695,259.7520615,320.3801823,400.0797063,502.734729,636.236458,805.647776,1016.227192,1303.208784,1686.912782,2173.150906,2792.382966,3622.129756,4680.701468,6056.479387,7911.595401,10219.50347,13377.8232,17299.1927,22546.61174,29509.36374,38249.82148,49244.19829,63101.28131,81880.42627,105340.3889,50
44.87803790712969,45.083474783448686,46.44698790448785,48.286999665611994,50.8071761952117,54.38382849480685,59.409390671998,66.37904249029575,75.9881225559094,89.01658926421565,106.09044051516119,128.53574229701164,154.78211284970666,192.28681728906247,239.09405328390295,298.0869295122339,373.02254989899103,465.21427709327764,579.9578290933514,723.155274816328,905.2033208569856,1131.5076433010884,1411.6455240316916,1762.1815605170332,2202.761564437597,2751.4061354831892,3434.2792116047385,4285.542514625857,5351.94586708916,6681.3815076536675,8340.084031207241,10398.417454189797,12995.074210121615,16167.811768567275,20190.60611593504,25132.024101568055,31350.616959813957,39030.22784685663,48661.65988256821,60549.44709283696,75428.2787452292,93693.37569130589,116812.80217481825,145065.90918295918,180349.21988952556,223583.12368515294,276145.25807001564,338050.6976423491,419575.66883072146,520448.52448635135,43.534767855328504,43.280727372581914,43.62554340739505,44.041701385560145,44.49050248053472,45.02587550169957,45.65332532554158,46.39304897198355,47.202483479254454,48.30036776834284,49.45874365530054,51.05012167111023,50.85607685025048,53.8523783912402,57.48897795621047,62.219392674178515,68.13870258599043,76.44911192845579,85.77118735857056,99.72174190524316,113.12882948431718,132.58361105897205,164.89270498623895,196.39698971458824,237.73557567728912,289.67533317301496,353.9803372332431,436.448365079384,546.826446386584,679.4204847970385,850.1202550701686,1053.5010497191104,1326.957767909646,1684.9084648341768,2136.7220665639397,2715.0081186170764,3426.74247892547,4367.2788878703595,5599.308277190822,7091.22418334675,9066.664378367494,11725.915170668217,15118.019922446492,19497.026339491797,24998.729346759457,31970.24554038879,40360.28434380209,51836.38600336655,66783.796773807,86843.62219639642,0.01
45.959046578423546,46.09909903039963,47.28873404997969,48.8157101245717,50.896492133141116,53.77832442049214,57.90351568133952,63.66173783900222,71.65260490369104,82.59804289892476,97.29104639309783,116.69463435125195,139.12533483759614,172.18896085826808,213.4565687009572,265.7458526111488,330.3218799911577,411.53667317464885,513.3345893336954,642.8451509137253,799.960566385949,999.7398669546403,1248.4802269929223,1551.5346560488067,1936.567779843749,2416.636540635376,3013.9529619669147,3759.4183362665653,4691.999693656478,5849.240352271069,7302.625406715267,9091.357874297271,11357.834139623856,14128.258111504598,17621.49454818017,21946.616366194045,27324.616263960692,34016.07654733906,42359.42700673084,52677.99290128468,65530.83334065609,81209.89900226591,101187.75602520333,125210.28841622017,155475.54003530103,191995.61348115047,238168.59397771765,291351.0493451424,360240.147315236,443770.313019924,44.879386407104256,44.65915268369944,45.0494218590938,45.446700403886176,45.882070276868696,46.35937200481309,46.94394920706992,47.62509705121256,48.348102535464434,49.25713518579331,50.398612081245346,51.9283815547117,51.341716883682395,54.253496356478124,57.47428325814845,62.32136697745157,67.91922251840825,75.13568717860798,83.80346593943132,97.4613940472135,111.47901525848258,129.84440893417872,150.96657271315308,185.78098981548104,223.84273420860183,271.620722414652,330.4721165990416,407.7658991172874,504.2252709100081,623.7964829501936,783.1282927810324,973.2490922314754,1225.9227278455264,1565.6632991097688,1976.5979906101684,2520.2050479829168,3198.0399223815934,4097.02276317672,5230.638660739872,6683.506913933859,8582.123251615647,11007.342448446532,14383.17365714554,18299.368503825983,23845.17352874654,30677.90727713477,39644.420716898574,50436.99017732515,65427.57518384395,84197.30528869493,0.05
