GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
20,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.13,0.13,0.0,-0.0,0.14,0.0,0.01,0.14,0.15
21,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.81,-0.18,-0.0,-0.0,1.11,-0.01,-1.0,1.1,0.1
22,0.0,0.0,0.0,-0.0,0.0,0.0,-1.19,-0.38,-0.0,-0.0,1.6,-0.06,-1.57,1.54,-0.02
23,0.0,-0.0,-0.0,-0.0,0.0,0.0,-7.15,-1.54,0.0,0.0,6.9,-1.11,-8.69,5.8,-2.89
24,-0.0,-0.0,-0.0,0.0,0.0,0.0,-13.02,-1.37,0.0,0.0,9.11,-1.54,-14.38,7.57,-6.81
25,0.0,-0.0,-0.0,-0.0,0.0,0.0,-16.09,-1.13,-0.0,0.0,10.94,-1.9,-17.22,9.03,-8.19
26,-0.0,0.0,0.0,0.0,0.0,0.0,-21.83,-3.19,-0.0,-0.0,14.4,-2.64,-25.02,11.76,-13.26
27,0.0,0.0,0.0,-0.0,0.0,0.0,-19.84,-2.92,-0.0,0.0,14.86,-2.97,-22.76,11.89,-10.87
28,0.0,-0.0,0.0,0.0,0.0,0.0,-23.65,-2.75,-0.0,-0.0,15.36,-2.93,-26.4,12.42,-13.98
29,0.0,0.0,0.0,-0.0,0.0,0.0,-26.4,-2.93,0.0,0.0,15.7,-3.16,-29.33,12.54,-16.78
30,-0.0,0.0,0.0,0.0,0.0,0.0,-21.89,-2.37,0.0,-0.0,13.64,-2.73,-24.25,10.91,-13.34
31,-0.0,0.0,0.0,-0.0,0.0,0.0,-24.72,-3.59,0.0,0.0,15.93,-2.98,-28.31,12.94,-15.37
32,0.0,-0.0,0.0,-0.0,0.0,0.0,-25.88,-1.8,-0.0,-0.0,15.61,-3.03,-27.68,12.58,-15.1
33,0.0,-0.0,0.0,0.0,0.0,0.0,-24.71,-2.75,0.0,0.0,15.2,-2.94,-27.46,12.26,-15.2
34,-0.0,0.0,0.0,0.0,0.0,0.0,-23.8,-2.92,0.0,-0.0,17.03,-3.23,-26.72,13.79,-12.92
35,0.0,0.0,0.0,0.0,0.0,0.0,-26.84,-4.77,0.0,-0.0,16.56,-2.98,-31.62,13.58,-18.03
36,-0.0,0.0,0.0,0.0,0.0,0.0,-25.06,-2.55,-0.0,-0.0,16.84,-3.21,-27.61,13.63,-13.98
37,0.0,-0.0,-0.0,-0.0,0.0,0.0,-25.48,-4.15,0.0,-0.0,15.5,-3.06,-29.63,12.43,-17.2
38,0.0,0.0,-0.0,-0.0,0.0,0.0,-22.33,-1.61,0.0,0.0,14.0,-3.01,-23.94,10.99,-12.94
39,-0.0,0.0,0.0,0.0,0.0,0.0,-23.07,-2.73,0.0,0.0,16.06,-3.03,-25.8,13.03,-12.78
40,-0.0,-0.0,0.0,-0.0,0.0,0.0,-26.52,-2.94,-0.0,-0.0,16.77,-3.34,-29.45,13.43,-16.03
41,0.0,0.0,0.0,0.0,0.0,0.0,-24.38,-1.86,0.0,-0.0,14.25,-3.01,-26.23,11.24,-14.99
42,-0.0,0.0,0.0,-0.0,0.0,0.0,-28.31,-2.87,0.0,-0.0,16.16,-3.18,-31.19,12.99,-18.2
43,-0.0,0.0,0.0,-0.0,0.0,0.0,-24.83,-2.96,0.0,0.0,16.04,-2.88,-27.8,13.16,-14.64
44,0.0,0.0,0.0,-0.0,0.0,0.0,-20.26,-0.4,-0.0,-0.0,11.99,-2.57,-20.66,9.42,-11.24
45,-0.0,-0.0,0.0,-0.0,0.0,0.0,-17.58,-0.14,0.0,-0.0,9.75,-2.31,-17.72,7.44,-10.29
46,-0.0,0.0,-0.0,-0.0,0.0,0.0,-24.2,-3.54,0.0,-0.0,15.89,-2.79,-27.74,13.1,-14.64
47,-0.0,0.0,-0.0,-0.0,0.0,0.0,-18.17,-3.92,0.0,0.0,15.85,-2.59,-22.09,13.26,-8.83
48,0.0,-0.0,-0.0,-0.0,0.0,0.0,-32.71,-3.64,-0.0,-0.0,22.29,-4.2,-36.34,18.09,-18.26
49,-0.0,0.0,-0.0,0.0,0.0,0.0,-23.7,-5.54,0.0,-0.0,20.72,-3.11,-29.24,17.61,-11.62
50,0.0,0.0,-0.0,0.0,0.0,0.0,-20.6,-4.32,0.0,0.0,13.98,-2.45,-24.92,11.53,-13.39
51,0.0,-0.0,-0.0,-0.0,0.0,0.0,-24.08,-3.81,0.0,-0.0,14.72,-2.74,-27.89,11.98,-15.91
52,-0.0,0.0,0.0,0.0,0.0,0.0,-24.2,-2.7,-0.0,-0.0,15.87,-2.72,-26.9,13.14,-13.75
53,0.0,0.0,-0.0,0.0,0.0,0.0,-19.95,-2.97,-0.0,-0.0,14.05,-2.48,-22.93,11.58,-11.35
54,-0.0,0.0,0.0,0.0,0.0,0.0,-20.22,-2.48,-0.0,-0.0,14.35,-2.41,-22.7,11.94,-10.76
55,-0.0,0.0,0.0,-0.0,0.0,0.0,-24.74,-4.1,-0.0,0.0,14.96,-2.56,-28.84,12.41,-16.43
56,0.0,-0.0,0.0,0.0,0.0,0.0,-22.46,-2.58,-0.0,-0.0,13.07,-2.51,-25.04,10.56,-14.48
57,0.0,0.0,-0.0,0.0,0.0,0.0,-19.1,-1.94,-0.0,-0.0,14.4,-2.41,-21.04,11.99,-9.05
58,-0.0,-0.0,0.0,0.0,0.0,0.0,-22.96,-3.29,0.0,0.0,17.38,-3.05,-26.24,14.34,-11.9
59,-0.0,0.0,0.0,0.0,0.0,0.0,-18.86,-1.61,0.0,-0.0,13.28,-2.21,-20.47,11.06,-9.4
60,-0.0,0.0,0.0,0.0,0.0,0.0,-27.85,-1.27,0.0,-0.0,20.4,-3.34,-29.12,17.05,-12.07
61,-0.0,0.0,-0.0,-0.0,0.0,0.0,-26.04,-1.44,0.0,-0.0,19.63,-3.21,-27.49,16.41,-11.07
62,0.0,-0.0,-0.0,0.0,0.0,0.0,-23.04,-1.94,0.0,0.0,18.04,-3.0,-24.98,15.04,-9.94
63,0.0,-0.0,0.0,-0.0,0.0,0.0,-25.84,-2.79,-0.0,-0.0,18.72,-3.3,-28.64,15.42,-13.22
64,-0.0,-0.0,0.0,-0.0,0.0,0.0,-31.03,-1.69,-0.0,0.0,20.29,-3.69,-32.72,16.6,-16.12
65,0.0,-0.0,0.0,-0.0,0.0,0.0,-27.35,-0.87,0.0,-0.0,18.85,-3.58,-28.21,15.27,-12.94
66,0.0,0.0,-0.0,-0.0,0.0,0.0,-25.28,-2.11,0.0,0.0,17.7,-3.19,-27.39,14.51,-12.87
67,-0.0,0.0,0.0,-0.0,0.0,0.0,-23.9,-4.56,0.0,-0.0,15.67,-2.71,-28.46,12.96,-15.5
68,-0.0,0.0,0.0,-0.0,0.0,0.0,-24.85,-5.24,-0.0,0.0,19.84,-3.13,-30.1,16.71,-13.38
69,-0.0,0.0,0.0,-0.0,0.0,0.0,-23.4,-1.38,-0.0,0.0,16.22,-2.77,-24.78,13.46,-11.33


