GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
95,34.7,44.13,43.08,12.84,0.0,0.0,-36.41,-44.83,124.57,-2.67,-5.86,8.46,175.4,2.6,178.0
96,42.4,40.76,47.25,14.26,0.0,0.0,-28.5,-44.25,118.48,-2.12,-7.78,8.68,188.29,0.9,189.19
97,42.33,44.82,46.15,14.31,0.0,0.0,-31.43,-45.0,117.51,-1.73,-5.79,8.37,186.96,2.58,189.54
98,34.8,54.16,49.95,12.96,0.0,0.0,-29.99,-44.63,119.51,-3.61,-4.83,8.21,193.15,3.39,196.53
99,44.15,47.17,42.04,13.13,0.0,0.0,-32.68,-42.82,113.19,-4.41,-6.37,8.42,179.78,2.05,181.83
100,43.31,48.18,48.85,16.82,0.0,0.0,-29.42,-43.63,120.45,-1.47,-7.21,8.42,203.09,1.21,204.29
101,43.0,41.81,48.56,13.23,0.0,0.0,-31.74,-44.03,117.1,-4.12,-6.19,8.49,183.8,2.3,186.1
102,33.17,44.1,53.44,13.94,0.0,0.0,-28.12,-43.69,121.98,-3.86,-7.15,8.64,190.96,1.5,192.46
103,37.97,40.51,46.61,12.13,0.0,0.0,-29.9,-42.66,119.27,-3.93,-6.08,8.55,180.01,2.46,182.47
104,46.7,38.81,49.3,13.4,0.0,0.0,-25.29,-44.61,117.68,-2.95,-6.45,8.67,193.04,2.22,195.27
105,50.86,45.24,48.19,13.09,0.0,0.0,-33.36,-43.36,112.21,-3.29,-7.95,9.01,189.59,1.06,190.65
106,44.81,40.32,53.44,15.67,0.0,0.0,-27.47,-44.14,118.23,-2.62,-7.34,8.7,198.26,1.36,199.62
107,34.92,46.76,45.62,12.45,0.0,0.0,-32.83,-44.7,118.17,-2.53,-7.5,8.74,177.86,1.24,179.11
108,39.8,42.13,55.3,12.28,0.0,0.0,-31.1,-42.95,121.22,-4.49,-7.78,8.7,192.19,0.92,193.11
109,47.59,49.0,49.75,14.73,0.0,0.0,-26.67,-43.78,114.67,-3.53,-7.28,8.69,201.77,1.41,203.18
110,36.37,47.37,44.6,12.38,0.0,0.0,-23.94,-45.34,123.13,-3.2,-6.91,8.85,191.37,1.94,193.31
111,36.73,49.61,44.25,15.06,0.0,0.0,-29.73,-44.57,118.24,-3.92,-6.19,8.56,185.68,2.38,188.06
112,32.46,43.79,42.36,13.66,0.0,0.0,-29.89,-41.83,123.47,-3.8,-6.69,8.61,180.23,1.92,182.15
113,43.42,44.82,48.36,14.46,0.0,0.0,-27.21,-41.67,111.73,-3.92,-8.24,9.16,190.0,0.92,190.92
114,34.38,49.12,49.88,14.47,0.0,0.0,-24.24,-43.63,118.21,-3.63,-7.2,8.77,194.55,1.57,196.13
115,38.64,43.57,39.22,13.64,0.0,0.0,-27.97,-42.66,117.45,-3.25,-7.54,8.81,178.64,1.27,179.91
116,38.35,39.37,46.42,12.72,0.0,0.0,-30.73,-44.66,118.91,-2.89,-7.15,8.79,177.51,1.64,179.15
117,33.57,47.97,54.05,13.33,0.0,0.0,-33.79,-43.0,116.48,-5.08,-5.75,8.37,183.52,2.62,186.14
118,38.52,47.14,50.22,15.05,0.0,0.0,-32.93,-40.79,119.97,-4.67,-7.78,8.7,192.52,0.92,193.43
119,50.87,46.66,44.83,17.56,0.0,0.0,-34.27,-43.21,110.98,-1.47,-5.2,7.91,191.95,2.71,194.66
120,45.31,46.58,50.15,15.43,0.0,0.0,-31.7,-41.44,117.09,-3.78,-9.27,9.25,197.63,-0.03,197.6
121,40.95,39.99,46.11,12.96,0.0,0.0,-28.92,-44.12,115.39,-4.51,-6.98,8.75,177.85,1.77,179.61

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.01,-0.0,0.0,0.01,0.0,-0.01,0.01,-0.0
2,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,0.04,-0.0,-0.04,0.04,-0.0
3,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0
4,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.03,-0.0,-0.0,0.03,0.0,-0.03,0.03,-0.0
5,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.04,0.0,-0.0,-0.04,-0.0,0.04,-0.04,-0.0
6,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.01,0.0,0.0,-0.01,0.0,0.01,-0.01,-0.0
7,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.03,0.0,-0.0,0.03,0.0,-0.03,0.03,-0.0
8,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.06,0.0,0.0,-0.06,0.0,0.06,-0.06,-0.0
9,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.04,0.0,-0.0,0.04,-0.0,-0.04,0.04,-0.0
10,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.01,-0.0,-0.0,-0.01,0.0,0.01,-0.01,-0.0
11,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.01,0.0,-0.0,-0.01,-0.0,0.0,-0.01,-0.0
12,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.01,0.0,-0.0,-0.01,-0.0,0.01,-0.01,-0.0
13,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.02,-0.0,0.0,0.01,0.0,-0.02,0.01,-0.0
14,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.03,-0.0,0.0,0.03,0.0,-0.03,0.03,-0.0
15,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.02,0.0,0.0,0.02,-0.0,-0.02,0.02,-0.0
16,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.02,0.0,0.0,0.02,0.0,-0.02,0.02,-0.0
17,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.03,0.0,-0.0,0.03,0.0,-0.03,0.03,-0.0
18,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.01,0.0,-0.0,0.01,-0.0,-0.01,0.01,-0.0
19,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.01,-0.0,0.0,-0.01,0.0,0.0,-0.01,-0.0
20,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.05,0.0,-0.0,-0.05,-0.0,0.04,-0.05,-0.0
21,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
22,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.01,-0.01,0.0,-0.0,0.01,-0.0,-0.02,0.01,-0.0
23,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.02,0.0,0.0,0.02,0.0,-0.02,0.02,-0.0
24,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
25,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04,-0.0,0.0,-0.04,0.0,0.04,-0.04,-0.0
27,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
29,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.07,-0.0,0.0,-0.07,-0.0,0.07,-0.07,-0.0
30,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.04,0.0,-0.0,-0.04,0.0,0.03,-0.04,-0.0
31,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.01,-0.0,0.0,-0.01,0.0,0.01,-0.01,-0.0
32,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.03,0.0,-0.0,0.03,0.0,-0.04,0.03,-0.0
33,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.05,-0.0,0.0,-0.05,-0.0,0.05,-0.05,-0.0
34,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.04,0.0,-0.0,0.04,0.0,-0.04,0.04,-0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.05,-0.0,-0.0,0.05,0.0,-0.05,0.05,-0.0
36,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.01,0.01,0.0,0.0,-0.01,0.0,0.01,-0.01,-0.0
37,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.01,0.01,-0.0,-0.0,-0.01,-0.0,0.0,-0.01,-0.01
38,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.03,0.0,-0.0,0.03,-0.0,-0.04,0.03,-0.0
39,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.02,-0.0,0.0,0.02,-0.0,-0.02,0.02,-0.0
40,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.04,-0.0,0.0,0.04,-0.0,-0.05,0.04,-0.0
41,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
42,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.04,0.0,0.0,-0.04,0.0,0.04,-0.04,-0.0
43,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.01,0.0,-0.01
44,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.01,-0.02,-0.0,0.0,0.02,-0.0,-0.02,0.02,-0.01
45,0.0,0.0,0.0,-0.0,0.0,0.0,-0.01,0.06,-0.0,0.0,-0.06,-0.0,0.05,-0.06,-0.01
46,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.05,0.0,0.0,-0.05,0.0,0.04,-0.05,-0.0
47,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.05,0.0,-0.0,-0.05,0.0,0.05,-0.05,-0.0
48,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.01,-0.0,0.0,-0.01,0.0,0.01,-0.01,-0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.05,-0.0,0.0,-0.05,0.0,0.04,-0.05,-0.0
50,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.07,-0.0,-0.0,0.07,-0.0,-0.08,0.07,-0.0
51,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.02,0.0,0.0,0.02,0.0,-0.02,0.02,-0.0
52,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.02,0.0,-0.0,-0.02,0.0,0.02,-0.02,-0.0
53,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.02,-0.0,0.0,-0.02,-0.0,0.01,-0.02,-0.0
54,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.03,-0.0,-0.0,0.03,0.0,-0.03,0.03,-0.0
55,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.04,-0.0,-0.0,0.04,-0.0,-0.05,0.04,-0.0
56,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.02,0.0,0.0,-0.02,-0.0,0.01,-0.02,-0.0
57,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
58,0.0,0.0,-0.0,0.0,0.0,0.0,-0.01,0.04,-0.0,0.0,-0.04,0.0,0.04,-0.04,-0.0
59,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.01,0.01,0.0,-0.0,0.01,0.0,0.0,0.01,0.01
60,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.03,0.0,-0.0,-0.03,0.0,0.02,-0.03,-0.0
61,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.01,0.01,-0.0,-0.0,-0.01,0.0,0.0,-0.01,-0.0
62,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.01,-0.07,-0.0,-0.0,0.07,0.0,-0.08,0.07,-0.01
63,0.0,-0.0,0.0,0.0,0.0,0.0,-0.01,-0.05,0.0,-0.0,0.05,0.0,-0.06,0.05,-0.01
64,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.05,0.0,0.0,0.06,-0.0,-0.06,0.06,-0.01
65,0.0,0.0,0.0,-0.0,0.0,0.0,-0.02,-0.02,0.0,0.0,0.02,0.0,-0.04,0.02,-0.02
66,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.02,0.14,0.0,-0.0,-0.13,-0.0,0.12,-0.13,-0.01
67,0.0,0.0,-0.0,0.0,0.0,0.0,-0.02,-0.02,0.0,-0.0,0.03,-0.0,-0.04,0.03,-0.01
68,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04,0.15,-0.0,-0.0,-0.11,0.0,0.1,-0.11,-0.01
69,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.03,-0.15,0.0,0.0,0.15,-0.0,-0.17,0.15,-0.02
70,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.02,-0.08,-0.0,-0.0,0.08,-0.0,-0.1,0.08,-0.01
71,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.03,-0.17,-0.0,0.0,0.18,0.0,-0.2,0.18,-0.02
72,-0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.15,0.0,0.0,-0.06,-0.0,0.09,-0.06,0.03
73,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.09,0.14,0.0,0.0,0.05,0.0,0.04,0.05,0.09
74,-0.0,0.0,0.0,0.0,0.0,0.0,-0.18,-0.03,0.0,0.0,0.49,0.0,-0.21,0.49,0.28
75,0.0,-0.0,0.0,0.0,0.0,0.0,-0.45,0.3,-0.0,-0.0,0.65,-0.0,-0.16,0.65,0.5
76,-0.0,0.0,0.0,-0.0,0.0,0.0,-4.17,-0.23,0.0,-0.0,4.04,-0.61,-4.39,3.44,-0.96
77,-0.0,-0.0,0.0,0.0,0.0,0.0,-1.97,-0.24,-0.0,-0.0,3.01,-0.13,-2.21,2.88,0.67
78,-0.0,-0.0,-0.0,0.0,0.0,0.0,-2.56,0.18,0.0,-0.0,2.66,-0.33,-2.38,2.33,-0.05
79,-0.0,-0.0,0.0,0.0,0.0,0.0,-2.44,-0.88,-0.0,-0.0,4.58,-0.22,-3.33,4.37,1.04
80,-0.0,0.0,-0.0,-0.0,0.0,0.0,-9.51,-0.18,-0.0,-0.0,7.88,-1.06,-9.69,6.82,-2.88
81,0.0,0.0,-0.0,0.0,0.0,0.0,-3.67,0.71,0.0,0.0,4.02,-0.32,-2.96,3.7,0.74
82,-0.0,-0.0,0.0,-0.0,0.0,0.0,-5.73,-0.77,0.0,0.0,6.27,-0.54,-6.5,5.73,-0.77
83,0.0,-0.0,0.0,0.0,0.0,0.0,-12.91,1.17,-0.0,0.0,11.23,-1.9,-11.73,9.33,-2.4
84,0.0,0.0,-0.0,0.0,0.0,0.0,-29.77,-0.91,-0.0,-0.0,15.55,-3.76,-30.68,11.79,-18.9
85,0.0,-0.0,-0.0,0.0,0.0,0.0,-29.42,-1.09,0.0,0.0,17.55,-3.77,-30.51,13.78,-16.73
86,0.0,0.0,0.0,-0.0,0.0,0.0,-22.68,-2.33,-0.0,0.0,15.99,-3.19,-25.01,12.8,-12.21
87,-0.0,-0.0,0.0,0.0,0.0,0.0,-32.9,-3.38,-0.0,0.0,25.41,-4.81,-36.28,20.6,-15.69
88,0.0,-0.0,-0.0,-0.0,0.0,0.0,-35.18,-0.74,0.0,-0.0,23.86,-5.25,-35.92,18.62,-17.3
89,-0.0,0.0,0.0,0.0,0.0,0.0,-35.43,-3.22,0.0,0.0,25.49,-4.89,-38.65,20.6,-18.05
90,-0.0,0.0,0.0,-0.0,0.0,0.0,-27.44,0.15,-0.0,-0.0,20.36,-4.31,-27.29,16.05,-11.24
91,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-31.53,-0.45,0.0,-0.0,20.24,-3.93,-31.98,16.31,-15.67
92,-0.0,0.0,0.0,0.0,0.0,0.0,-34.74,-1.93,-0.0,-0.0,24.35,-4.64,-36.67,19.71,-16.96
93,0.0,0.0,0.0,0.0,0.0,0.0,-27.8,-1.74,-0.0,0.0,19.0,-3.94,-29.54,15.06,-14.48
94,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-29.56,-0.22,-0.0,0.0,19.6,-4.16,-29.78,15.44,-14.35
95,-0.0,0.0,0.0,0.0,0.0,0.0,-30.52,-1.4,-0.0,0.0,19.45,-4.16,-31.92,15.29,-16.63
96,-0.0,0.0,-0.0,0.0,0.0,0.0,-26.45,-2.54,-0.0,0.0,17.7,-3.89,-29.0,13.81,-15.18
97,0.0,-0.0,0.0,0.0,0.0,0.0,-25.43,-3.12,0.0,0.0,18.19,-3.46,-28.54,14.72,-13.82
98,-0.0,-0.0,0.0,-0.0,0.0,0.0,-30.85,-2.8,0.0,0.0,19.34,-4.25,-33.65,15.09,-18.57
99,0.0,-0.0,0.0,0.0,0.0,0.0,-23.66,-2.43,0.0,-0.0,18.85,-3.69,-26.09,15.17,-10.92
100,-0.0,0.0,0.0,-0.0,0.0,0.0,-25.45,-0.6,0.0,0.0,16.82,-3.55,-26.05,13.27,-12.78
101,0.0,-0.0,0.0,-0.0,0.0,0.0,-29.05,-2.2,-0.0,-0.0,19.18,-4.18,-31.26,15.0,-16.26
102,0.0,-0.0,-0.0,-0.0,0.0,0.0,-34.9,-4.58,-0.0,0.0,22.75,-4.84,-39.48,17.91,-21.57
103,-0.0,-0.0,0.0,-0.0,0.0,0.0,-31.6,-0.06,-0.0,0.0,19.4,-4.34,-31.66,15.07,-16.6
104,0.0,-0.0,0.0,0.0,0.0,0.0,-31.32,-3.56,-0.0,0.0,19.47,-4.33,-34.88,15.14,-19.74
105,-0.0,-0.0,-0.0,0.0,0.0,0.0,-29.84,-1.49,0.0,-0.0,17.81,-4.81,-31.34,13.0,-18.34
106,0.0,0.0,-0.0,-0.0,0.0,0.0,-28.97,-0.43,0.0,-0.0,17.74,-4.21,-29.4,13.53,-15.87
107,0.0,-0.0,-0.0,0.0,0.0,0.0,-33.47,-0.94,0.0,-0.0,19.37,-4.58,-34.41,14.79,-19.62
108,-0.0,-0.0,-0.0,0.0,0.0,0.0,-32.39,-4.56,-0.0,0.0,21.88,-4.73,-36.94,17.15,-19.79
109,0.0,0.0,-0.0,0.0,0.0,0.0,-25.68,-1.68,0.0,0.0,18.21,-3.92,-27.37,14.29,-13.07
110,-0.0,-0.0,0.0,0.0,0.0,0.0,-41.65,-0.15,-0.0,-0.0,22.73,-5.82,-41.8,16.91,-24.89
111,0.0,0.0,-0.0,0.0,0.0,0.0,-33.53,-4.03,-0.0,-0.0,22.28,-4.66,-37.56,17.61,-19.95
112,-0.0,0.0,0.0,0.0,0.0,0.0,-32.78,1.04,0.0,0.0,18.24,-4.53,-31.75,13.71,-18.04
113,-0.0,0.0,0.0,0.0,0.0,0.0,-36.62,-3.03,-0.0,-0.0,23.03,-5.13,-39.65,17.89,-21.76
114,0.0,-0.0,0.0,-0.0,0.0,0.0,-36.6,-3.61,-0.0,0.0,22.96,-5.54,-40.2,17.42,-22.78
115,0.0,0.0,-0.0,0.0,0.0,0.0,-27.97,-1.08,-0.0,0.0,17.17,-3.94,-29.05,13.23,-15.82
116,0.0,0.0,-0.0,0.0,0.0,0.0,-36.07,-0.7,0.0,0.0,21.36,-5.42,-36.77,15.94,-20.83
117,0.0,-0.0,-0.0,0.0,0.0,0.0,-34.59,-3.73,-0.0,-0.0,21.35,-4.61,-38.31,16.74,-21.57
118,0.0,-0.0,0.0,0.0,0.0,0.0,-34.43,-2.46,0.0,0.0,20.26,-4.71,-36.89,15.56,-21.34
119,0.0,0.0,-0.0,0.0,0.0,0.0,-32.88,-1.91,-0.0,0.0,21.57,-4.71,-34.79,16.85,-17.94
120,-0.0,0.0,-0.0,-0.0,0.0,0.0,-44.93,-1.32,0.0,0.0,24.51,-6.05,-46.25,18.46,-27.79
121,0.0,-0.0,-0.0,-0.0,0.0,0.0,-38.38,-0.95,-0.0,0.0,22.3,-5.54,-39.33,16.75,-22.58


